Date/Time,Vent Temperature,Ambient Temperature,Temperature Difference,Vent Position,Column5,Column6,Column7,Power Output (W),kWh Output,kWh Total
Wed Feb  1 20:17:55 2017,-0.062,0.312,0.374,FALSE,,,,0,0,0
Wed Feb  1 20:18:55 2017,-0.062,0.312,0.374,FALSE,,,,0,0,0
Wed Feb  1 20:19:55 2017,-0.062,0.312,0.374,FALSE,,,,0,0,0
Wed Feb  1 20:20:55 2017,-0.062,0.375,0.437,FALSE,,,,0,0,0
Wed Feb  1 20:21:55 2017,0,0.375,0.375,FALSE,,,,0,0,0
Wed Feb  1 20:22:55 2017,-0.062,0.312,0.374,FALSE,,,,0,0,0
Wed Feb  1 20:23:55 2017,-0.062,0.312,0.374,FALSE,,,,0,0,0
Wed Feb  1 20:24:55 2017,-0.062,0.312,0.374,FALSE,,,,0,0,0
Wed Feb  1 20:25:55 2017,-0.062,0.312,0.374,FALSE,,,,0,0,0
Wed Feb  1 20:26:55 2017,-0.062,0.312,0.374,FALSE,,,,0,0,0
Wed Feb  1 20:27:55 2017,-0.062,0.312,0.374,FALSE,,,,0,0,0
Wed Feb  1 20:28:55 2017,-0.062,0.312,0.374,FALSE,,,,0,0,0
Wed Feb  1 20:29:55 2017,-0.062,0.312,0.374,FALSE,,,,0,0,0
Wed Feb  1 20:30:55 2017,-0.062,0.312,0.374,FALSE,,,,0,0,0
Wed Feb  1 20:31:55 2017,-0.062,0.312,0.374,FALSE,,,,0,0,0
Wed Feb  1 20:32:55 2017,-0.062,0.312,0.374,FALSE,,,,0,0,0
Wed Feb  1 20:33:55 2017,-0.062,0.312,0.374,FALSE,,,,0,0,0
Wed Feb  1 20:34:55 2017,-0.062,0.312,0.374,FALSE,,,,0,0,0
Wed Feb  1 20:35:55 2017,-0.062,0.312,0.374,FALSE,,,,0,0,0
Wed Feb  1 20:36:55 2017,-0.062,0.312,0.374,FALSE,,,,0,0,0
Wed Feb  1 20:37:55 2017,-0.062,0.312,0.374,FALSE,,,,0,0,0
Wed Feb  1 20:38:55 2017,-0.062,0.312,0.374,FALSE,,,,0,0,0
Wed Feb  1 20:39:55 2017,-0.062,0.312,0.374,FALSE,,,,0,0,0
Wed Feb  1 20:40:55 2017,-0.062,0.312,0.374,FALSE,,,,0,0,0
Wed Feb  1 20:41:55 2017,-0.062,0.312,0.374,FALSE,,,,0,0,0
Wed Feb  1 20:42:55 2017,-0.062,0.312,0.374,FALSE,,,,0,0,0
Wed Feb  1 20:43:55 2017,-0.062,0.312,0.374,FALSE,,,,0,0,0
Wed Feb  1 20:44:55 2017,-0.062,0.312,0.374,FALSE,,,,0,0,0
Wed Feb  1 20:45:55 2017,-0.062,0.312,0.374,FALSE,,,,0,0,0
Wed Feb  1 20:46:55 2017,-0.062,0.312,0.374,FALSE,,,,0,0,0
Wed Feb  1 20:47:55 2017,-0.062,0.312,0.374,FALSE,,,,0,0,0
Wed Feb  1 20:48:55 2017,-0.062,0.312,0.374,FALSE,,,,0,0,0
Wed Feb  1 20:49:55 2017,-0.062,0.312,0.374,FALSE,,,,0,0,0
Wed Feb  1 20:50:55 2017,-0.062,0.312,0.374,FALSE,,,,0,0,0
Wed Feb  1 20:51:55 2017,-0.062,0.312,0.374,FALSE,,,,0,0,0
Wed Feb  1 20:52:55 2017,-0.062,0.312,0.374,FALSE,,,,0,0,0
Wed Feb  1 20:53:55 2017,-0.062,0.312,0.374,FALSE,,,,0,0,0
Wed Feb  1 20:54:55 2017,-0.062,0.312,0.374,FALSE,,,,0,0,0
Wed Feb  1 20:55:55 2017,-0.062,0.312,0.374,FALSE,,,,0,0,0
Wed Feb  1 20:56:55 2017,-0.062,0.312,0.374,FALSE,,,,0,0,0
Wed Feb  1 20:57:55 2017,-0.062,0.312,0.374,FALSE,,,,0,0,0
Wed Feb  1 20:58:55 2017,-0.062,0.312,0.374,FALSE,,,,0,0,0
Wed Feb  1 20:59:55 2017,-0.062,0.312,0.374,FALSE,,,,0,0,0
Wed Feb  1 21:00:55 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 21:01:56 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 21:02:56 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 21:03:56 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 21:04:56 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 21:05:56 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 21:06:56 2017,-0.062,0.312,0.374,FALSE,,,,0,0,0
Wed Feb  1 21:07:56 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 21:08:56 2017,-0.062,0.312,0.374,FALSE,,,,0,0,0
Wed Feb  1 21:09:56 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 21:10:56 2017,-0.062,0.312,0.374,FALSE,,,,0,0,0
Wed Feb  1 21:11:56 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 21:12:56 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 21:13:56 2017,-0.062,0.312,0.374,FALSE,,,,0,0,0
Wed Feb  1 21:14:56 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 21:15:56 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 21:16:56 2017,-0.062,0.312,0.374,FALSE,,,,0,0,0
Wed Feb  1 21:17:56 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 21:18:56 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 21:19:56 2017,-0.062,0.312,0.374,FALSE,,,,0,0,0
Wed Feb  1 21:20:56 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 21:21:56 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 21:22:56 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 21:23:56 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 21:24:56 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 21:25:56 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 21:26:56 2017,-0.062,0.312,0.374,FALSE,,,,0,0,0
Wed Feb  1 21:27:56 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 21:28:56 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 21:29:56 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 21:30:56 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 21:31:56 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 21:32:56 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 21:33:56 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 21:34:56 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 21:35:56 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 21:36:56 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 21:37:56 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 21:38:56 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 21:39:57 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 21:40:57 2017,-0.125,0.25,0.375,FALSE,,,,0,0,0
Wed Feb  1 21:41:57 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 21:42:57 2017,-0.125,0.25,0.375,FALSE,,,,0,0,0
Wed Feb  1 21:43:57 2017,-0.125,0.25,0.375,FALSE,,,,0,0,0
Wed Feb  1 21:44:57 2017,-0.125,0.25,0.375,FALSE,,,,0,0,0
Wed Feb  1 21:45:57 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 21:46:57 2017,-0.125,0.25,0.375,FALSE,,,,0,0,0
Wed Feb  1 21:47:57 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 21:48:57 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 21:49:57 2017,-0.125,0.25,0.375,FALSE,,,,0,0,0
Wed Feb  1 21:50:57 2017,-0.125,0.25,0.375,FALSE,,,,0,0,0
Wed Feb  1 21:51:57 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 21:52:57 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 21:53:57 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 21:54:57 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 21:55:57 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 21:56:57 2017,-0.062,0.25,0.312,FALSE,,,,0,0,0
Wed Feb  1 21:57:57 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 21:58:57 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 21:59:57 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 22:00:57 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 22:01:57 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 22:02:57 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 22:03:57 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 22:04:57 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 22:05:57 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 22:06:57 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 22:07:57 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 22:08:57 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 22:09:57 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 22:10:57 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 22:11:57 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 22:12:57 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 22:13:57 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 22:14:57 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 22:15:57 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 22:16:57 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 22:17:57 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 22:18:57 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 22:19:57 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 22:20:57 2017,-0.125,0.25,0.375,FALSE,,,,0,0,0
Wed Feb  1 22:21:57 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 22:22:58 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 22:23:58 2017,-0.125,0.25,0.375,FALSE,,,,0,0,0
Wed Feb  1 22:24:58 2017,-0.125,0.25,0.375,FALSE,,,,0,0,0
Wed Feb  1 22:25:58 2017,-0.125,0.25,0.375,FALSE,,,,0,0,0
Wed Feb  1 22:26:58 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 22:27:58 2017,-0.125,0.25,0.375,FALSE,,,,0,0,0
Wed Feb  1 22:28:58 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 22:29:58 2017,-0.125,0.25,0.375,FALSE,,,,0,0,0
Wed Feb  1 22:30:58 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 22:31:58 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 22:32:58 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 22:33:58 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 22:34:58 2017,-0.125,0.25,0.375,FALSE,,,,0,0,0
Wed Feb  1 22:35:58 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 22:36:58 2017,-0.125,0.25,0.375,FALSE,,,,0,0,0
Wed Feb  1 22:37:58 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 22:38:58 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 22:39:58 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 22:40:58 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 22:41:58 2017,-0.125,0.25,0.375,FALSE,,,,0,0,0
Wed Feb  1 22:42:58 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 22:43:58 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 22:44:58 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 22:45:58 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 22:46:58 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 22:47:58 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 22:48:58 2017,-0.125,0.25,0.375,FALSE,,,,0,0,0
Wed Feb  1 22:49:58 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 22:50:58 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 22:51:58 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 22:52:58 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 22:53:58 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 22:54:58 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Wed Feb  1 22:55:58 2017,-0.125,0.25,0.375,FALSE,,,,0,0,0
Wed Feb  1 22:56:58 2017,-0.125,0.25,0.375,FALSE,,,,0,0,0
Wed Feb  1 22:57:58 2017,-0.125,0.25,0.375,FALSE,,,,0,0,0
Wed Feb  1 22:58:58 2017,-0.125,0.25,0.375,FALSE,,,,0,0,0
Wed Feb  1 22:59:58 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 23:00:58 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Wed Feb  1 23:01:58 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Wed Feb  1 23:02:58 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 23:03:58 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 23:04:58 2017,-0.125,0.25,0.375,FALSE,,,,0,0,0
Wed Feb  1 23:05:58 2017,-0.125,0.25,0.375,FALSE,,,,0,0,0
Wed Feb  1 23:06:58 2017,-0.125,0.25,0.375,FALSE,,,,0,0,0
Wed Feb  1 23:07:58 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Wed Feb  1 23:08:58 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Wed Feb  1 23:09:59 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Wed Feb  1 23:10:59 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Wed Feb  1 23:11:59 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 23:12:59 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 23:13:59 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 23:14:59 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 23:15:59 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 23:16:59 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Wed Feb  1 23:17:59 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 23:18:59 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 23:19:59 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 23:20:59 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 23:21:59 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 23:22:59 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Wed Feb  1 23:23:59 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 23:24:59 2017,-0.125,0.25,0.375,FALSE,,,,0,0,0
Wed Feb  1 23:25:59 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 23:26:59 2017,-0.125,0.25,0.375,FALSE,,,,0,0,0
Wed Feb  1 23:27:59 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Wed Feb  1 23:28:59 2017,-0.125,0.25,0.375,FALSE,,,,0,0,0
Wed Feb  1 23:29:59 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 23:30:59 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 23:31:59 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 23:32:59 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 23:33:59 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 23:34:59 2017,-0.125,0.25,0.375,FALSE,,,,0,0,0
Wed Feb  1 23:35:59 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Wed Feb  1 23:36:59 2017,-0.125,0.25,0.375,FALSE,,,,0,0,0
Wed Feb  1 23:37:59 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 23:38:59 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 23:39:59 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 23:40:59 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 23:41:59 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 23:42:59 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Wed Feb  1 23:43:59 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 23:45:00 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Wed Feb  1 23:46:00 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 23:47:00 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Wed Feb  1 23:48:00 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 23:49:00 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 23:50:00 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 23:51:00 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 23:52:00 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 23:53:00 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Wed Feb  1 23:54:00 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Wed Feb  1 23:55:00 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Wed Feb  1 23:56:00 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Wed Feb  1 23:57:00 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Wed Feb  1 23:58:00 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Wed Feb  1 23:59:00 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 00:00:00 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Thu Feb  2 00:01:00 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 00:02:00 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Thu Feb  2 00:03:00 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 00:04:00 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 00:05:00 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Thu Feb  2 00:06:00 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Thu Feb  2 00:07:00 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 00:08:00 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 00:09:00 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 00:10:00 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 00:11:00 2017,-0.125,0.312,0.437,FALSE,,,,0,0,0
Thu Feb  2 00:12:00 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 00:13:00 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 00:14:00 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 00:15:00 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 00:16:00 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 00:17:00 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 00:18:00 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 00:19:00 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 00:20:00 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 00:21:00 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 00:22:00 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 00:23:00 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 00:24:00 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 00:25:00 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 00:26:00 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 00:27:01 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 00:28:01 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 00:29:01 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 00:30:01 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 00:31:01 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 00:32:01 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 00:33:01 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 00:34:01 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 00:35:01 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 00:36:01 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 00:37:01 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 00:38:01 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 00:39:01 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 00:40:01 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 00:41:01 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 00:42:01 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 00:43:01 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 00:44:01 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 00:45:01 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 00:46:01 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 00:47:01 2017,-0.25,0.312,0.562,FALSE,,,,0,0,0
Thu Feb  2 00:48:01 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 00:49:01 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 00:50:01 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 00:51:01 2017,-0.25,0.312,0.562,FALSE,,,,0,0,0
Thu Feb  2 00:52:01 2017,-0.25,0.312,0.562,FALSE,,,,0,0,0
Thu Feb  2 00:53:01 2017,-0.25,0.312,0.562,FALSE,,,,0,0,0
Thu Feb  2 00:54:01 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 00:55:01 2017,-0.25,0.312,0.562,FALSE,,,,0,0,0
Thu Feb  2 00:56:01 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 00:57:01 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 00:58:01 2017,-0.25,0.312,0.562,FALSE,,,,0,0,0
Thu Feb  2 00:59:01 2017,-0.25,0.312,0.562,FALSE,,,,0,0,0
Thu Feb  2 01:00:01 2017,-0.25,0.25,0.5,FALSE,,,,0,0,0
Thu Feb  2 01:01:01 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 01:02:01 2017,-0.25,0.312,0.562,FALSE,,,,0,0,0
Thu Feb  2 01:03:01 2017,-0.25,0.312,0.562,FALSE,,,,0,0,0
Thu Feb  2 01:04:01 2017,-0.25,0.312,0.562,FALSE,,,,0,0,0
Thu Feb  2 01:05:01 2017,-0.25,0.312,0.562,FALSE,,,,0,0,0
Thu Feb  2 01:06:01 2017,-0.25,0.312,0.562,FALSE,,,,0,0,0
Thu Feb  2 01:07:01 2017,-0.25,0.312,0.562,FALSE,,,,0,0,0
Thu Feb  2 01:08:01 2017,-0.25,0.312,0.562,FALSE,,,,0,0,0
Thu Feb  2 01:09:01 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 01:10:02 2017,-0.25,0.312,0.562,FALSE,,,,0,0,0
Thu Feb  2 01:11:02 2017,-0.25,0.312,0.562,FALSE,,,,0,0,0
Thu Feb  2 01:12:02 2017,-0.25,0.312,0.562,FALSE,,,,0,0,0
Thu Feb  2 01:13:02 2017,-0.25,0.312,0.562,FALSE,,,,0,0,0
Thu Feb  2 01:14:02 2017,-0.25,0.312,0.562,FALSE,,,,0,0,0
Thu Feb  2 01:15:02 2017,-0.25,0.312,0.562,FALSE,,,,0,0,0
Thu Feb  2 01:16:02 2017,-0.25,0.312,0.562,FALSE,,,,0,0,0
Thu Feb  2 01:17:02 2017,-0.25,0.312,0.562,FALSE,,,,0,0,0
Thu Feb  2 01:18:02 2017,-0.25,0.312,0.562,FALSE,,,,0,0,0
Thu Feb  2 01:19:02 2017,-0.25,0.312,0.562,FALSE,,,,0,0,0
Thu Feb  2 01:20:02 2017,-0.25,0.312,0.562,FALSE,,,,0,0,0
Thu Feb  2 01:21:02 2017,-0.25,0.312,0.562,FALSE,,,,0,0,0
Thu Feb  2 01:22:02 2017,-0.25,0.312,0.562,FALSE,,,,0,0,0
Thu Feb  2 01:23:02 2017,-0.187,0.312,0.499,FALSE,,,,0,0,0
Thu Feb  2 01:24:02 2017,-0.25,0.312,0.562,FALSE,,,,0,0,0
Thu Feb  2 01:25:02 2017,-0.25,0.312,0.562,FALSE,,,,0,0,0
Thu Feb  2 01:26:02 2017,-0.25,0.312,0.562,FALSE,,,,0,0,0
